rank,title,director,release_date,movie_type,format_type,nation,screens_total,sales_total_krw,audience_total,sales_seoul_krw,audience_seoul,genre,rating,film_class,seoul_ratio,release_year,nation_enc,rating_enc,genre_enc
148,Kung Fu Panda 3,"Yeo In-yeong, Alessandro Carloni",2016-01-28,Theatrical Release,Feature,US,1365,31340798156,3984812,8695148256.0,1045418,Animation,All Ages,Commercial,0.262350645400586,2016,63,3,2
149,Captain America: The Winter Soldier,"Joe Russo, Anthony Russo",2014-03-26,Theatrical Release,Feature,US,1106,31710585385,3963220,10405400885.0,1237982,Action,15+,Commercial,0.3123677211964009,2014,63,1,0
150,Applause gangster,Jo Jin-gyu,2013-01-09,Theatrical Release,Feature,KR,599,28343986569,3893216,6808915069.0,894127,Comedy,15+,Commercial,0.22966282887977446,2013,36,1,3
151,Venom,Reuben Fleischer,2018-10-03,Theatrical Release,Feature,US,1308,34100211207,3888096,9452036857.0,1026909,Action,15+,Commercial,0.26411616379842473,2018,63,1,0
152,Detective K: The Lost Daughter of Nob,Kim Seok-yoon,2015-02-11,Theatrical Release,Feature,KR,811,30456879428,3872015,6908501928.0,845522,Other,12+,Commercial,0.21836743917572635,2015,36,0,4
153,Firefighter,Kwak Kyung-taek,2024-12-04,Theatrical Release,Feature,KR,1414,36236489570,3849864,6523010380.0,671831,Romance,12+,Commercial,0.1745077228702105,2024,36,0,5
154,Reverse scale,Lee Jae-gyu,2014-04-30,Theatrical Release,Feature,KR,1054,29893297890,3849433,8426821290.0,1044988,Other,15+,Commercial,0.27146543400028006,2014,36,1,4
155,Concrete Utopia,Taehwa Eom,2023-08-09,Theatrical Release,Feature,KR,1731,37388022232,3847066,8918633541.0,894336,Romance,15+,Commercial,0.23247222688667155,2023,36,1,5
156,Mad Max: Fury Road,George Miller,2015-05-14,Theatrical Release,Feature,US,799,32906364462,3842441,11443176062.0,1271954,Action,15+,Commercial,0.33102759417776356,2015,63,1,0
157,Namhansanseong,Hwang Dong-hyeok,2017-10-03,Theatrical Release,Feature,KR,1229,31067321992,3829891,7375553392.0,889444,Other,15+,Commercial,0.2322374187672704,2017,36,1,4
158,peninsula,Yeon Sang-ho,2020-07-15,Theatrical Release,Feature,KR,2575,33071341280,3812080,8005831840.0,895163,Action,15+,Commercial,0.23482272145390443,2020,36,1,0
159,deadpool 2,David Leitch,2018-05-16,Theatrical Release,Feature,US,1576,34185664639,3784602,10757126939.0,1145250,Action,18+,Commercial,0.3026077775153107,2018,63,2,0
160,Male and female murder,Kim Tae-kyun,2018-10-03,Theatrical Release,Feature,KR,1177,32855895548,3772620,7777232448.0,862386,Other,15+,Commercial,0.22859074065238483,2018,36,1,4
161,National Bankruptcy Day,Choi Kook-hee,2018-11-28,Theatrical Release,Feature,KR,1180,30891765837,3754983,7993870137.0,937443,Romance,12+,Commercial,0.24965306101252654,2018,36,0,5
162,Mummy,Alex Kurtzman,2017-06-06,Theatrical Release,Feature,US,1257,30504689978,3689325,7851059428.0,909202,Action,15+,Commercial,0.24644128668523374,2017,63,1,0
163,"Kim Ji-young, born 1982",Kim Do-young,2019-10-23,Theatrical Release,Feature,KR,1486,30305744310,3679019,8397712370.0,994852,Romance,12+,Commercial,0.2704123028448616,2019,36,0,5
165,Fast & Furious Presents: Hobbs & Shaw,David Leitch,2019-08-14,Theatrical Release,Feature,US,1311,32241767793,3657536,7717831533.0,839251,Action,12+,Commercial,0.22945802857442824,2019,63,0,0
166,Fast & Furious: The Extreme,F. Gary Gray,2017-04-12,Theatrical Release,Feature,US,1469,29981156348,3653238,7936210998.0,932027,Action,15+,Commercial,0.25512353698280815,2017,63,1,0
167,Your name is.,Makoto Shinkai,2017-01-04,Theatrical Release,Feature,JP,947,29248867156,3637122,9352306256.0,1124392,Animation,12+,Commercial,0.30914332815891243,2017,35,0,2
168,Mogadishu,Ryu Seung-wan,2021-07-28,Theatrical Release,Feature,KR,1688,34558297730,3613984,8498347010.0,887264,Action,15+,Commercial,0.24550855786854617,2021,36,1,0
169,intern,Nancy Myers,2015-09-24,Theatrical Release,Feature,US,496,28518443148,3610642,10024307548.0,1228273,Comedy,12+,Commercial,0.3401813306331672,2015,63,0,3
170,La La Land,Damien Chazelle,2016-12-07,Theatrical Release,Feature,US,727,30006844694,3597193,13131083194.0,1536629,Romance,12+,Commercial,0.42717446631303907,2016,63,0,5
171,Homecoming,Jo Jeong-rae,2016-02-24,Theatrical Release,Feature,KR,876,27245051990,3586523,6310471892.0,801788,Romance,15+,Commercial,0.22355579484642926,2016,36,1,5
172,real steel,Shawn Levy,2011-10-12,Theatrical Release,Feature,US,603,26566677000,3579666,8578776500.0,1090591,Action,12+,Commercial,0.30466278138798425,2011,63,0,0
173,A hand of god,Jo Beom-gu,2014-07-03,Theatrical Release,Feature,KR,794,28777712256,3562123,8104315156.0,965372,Other,18+,Commercial,0.27101029358054174,2014,36,2,4
174,Moana 2,dave derrick jr,2024-11-27,Theatrical Release,Feature,US,1985,32796572730,3550372,6979719390.0,722716,Animation,All Ages,Commercial,0.20356064096945334,2024,63,3,2
175,Wonka,Paul King,2024-01-31,Theatrical Release,Feature,US,1753,33956553189,3531468,9833219001.0,981614,Other,All Ages,Commercial,0.2779620259903247,2024,63,3,4
176,Coco,Lee Unkrich,2018-01-11,Theatrical Release,Feature,US,1177,27685479440,3510017,8547812240.0,1024250,Animation,All Ages,Commercial,0.29180770349545315,2018,63,3,2
177,broken arrow,Jeong Ji-young,2012-01-18,Theatrical Release,Feature,KR,453,25878110500,3450941,7619815000.0,972059,Romance,15+,Commercial,0.281679402806365,2012,36,1,5
178,Go all the way,Kim Seong-hoon,2014-05-29,Theatrical Release,Feature,KR,645,27006007900,3450143,7567987400.0,927324,Action,15+,Commercial,0.26877842454646084,2014,36,1,0
179,Begin Again,John Carney,2014-08-13,Theatrical Release,Feature,US,213,27096673061,3427464,10856208161.0,1324469,Romance,15+,Art film,0.38642827466605045,2014,63,1,5
180,spy,Lee Seung-jun,2013-09-05,Theatrical Release,Feature,KR,785,24436429305,3423920,5483475805.0,733029,Action,15+,Commercial,0.21409057454613425,2013,36,1,0
181,That's my world,Choi Sung-hyun,2018-01-17,Theatrical Release,Feature,KR,862,27441213382,3417629,6258257482.0,759455,Comedy,12+,Commercial,0.2222169229018129,2018,36,0,3
182,moss,Kang Woo-seok,2010-07-14,Theatrical Release,Feature,KR,736,25856306126,3408144,8251736000.0,1044532,Romance,18+,Commercial,0.30648118154631965,2010,36,2,5
183,Toy Story 4,Josh Cooley,2019-06-20,Theatrical Release,Feature,US,1336,28757726040,3399913,9071405870.0,1009214,Animation,All Ages,Commercial,0.29683524254885346,2019,63,3,2
184,money,Park Nu-ri,2019-03-20,Theatrical Release,Feature,KR,1431,28869614062,3389035,7287586982.0,833513,Other,15+,Commercial,0.2459440519203844,2019,36,1,4
185,Into saturation,Lee Jae-han,2010-06-16,Theatrical Release,Feature,KR,736,24217600897,3385706,6203066000.0,822965,Romance,12+,Commercial,0.24307042607952373,2010,36,0,5
186,Men in Black 3,Barry Sonnenfeld,2012-05-24,Theatrical Release,Feature,US,770,27301520070,3379762,9258393070.0,1068672,Action,12+,Commercial,0.31619741271722684,2012,63,0,0
187,About Time,Richard Curtis,2013-12-05,Theatrical Release,Feature,GB,568,24867023000,3375735,10488833000.0,1368822,Romance,15+,Commercial,0.40548858248648073,2013,22,1,5
188,The Villain,Lee Won-tae,2019-05-15,Theatrical Release,Feature,KR,1307,29128292150,3364079,6407047240.0,722563,Other,18+,Commercial,0.21478776211854717,2019,36,2,4
189,owl,Taejin Ahn,2022-11-23,Theatrical Release,Feature,KR,1541,32860420124,3329547,8943067323.0,885145,Action,15+,Commercial,0.2658454738737732,2022,36,1,0
190,Superbad 3,"Pierre Coffin, Kyle Balda",2017-07-26,Theatrical Release,Feature,US,1057,24216987019,3324861,5558252919.0,723552,Animation,All Ages,Commercial,0.21761872150444786,2017,63,3,2
191,Deadpool,Tim Miller,2016-02-17,Theatrical Release,Feature,US,1036,27595618651,3317196,9150924002.0,1062535,Action,18+,Commercial,0.32031119053562107,2016,63,2,0
192,Start,The most passionate,2019-12-18,Theatrical Release,Feature,KR,1515,28098934360,3317038,6069057020.0,694921,Romance,15+,Commercial,0.20950046396815472,2019,36,1,5
193,I can speak,Kim Hyun-seok,2017-09-21,Theatrical Release,Feature,KR,1140,25532214986,3280243,6409220686.0,796658,Comedy,12+,Commercial,0.24286554380269998,2017,36,0,3
194,Star Wars: The Force Awakens,J.J. Abrams,2015-12-17,Theatrical Release,Feature,US,940,28353796331,3273879,9631617574.0,1047074,Action,12+,Commercial,0.3198267254226561,2015,63,0,0
195,hero,Yoon Je-gyun,2022-12-21,Theatrical Release,Feature,KR,1314,32293415750,3273771,7387009217.0,734872,Romance,12+,Commercial,0.22447263415797866,2022,36,0,5
196,Fast & Furious 7,James Wan,2015-04-01,Theatrical Release,Feature,US,983,26449334694,3247558,7328474894.0,864171,Action,15+,Commercial,0.26609871170892097,2015,63,1,0
197,Terminator Genisys,Alan Taylor,2015-07-02,Theatrical Release,Feature,US,1113,26546725129,3239371,7364611329.0,852065,Action,15+,Commercial,0.26303408902530767,2015,63,1,0
198,Oppenheimer,Christopher Nolan,2023-08-15,Theatrical Release,Feature,US,1636,34375467901,3232774,11970590134.0,1070726,Action,15+,Commercial,0.33120966699187754,2023,63,1,0
199,Gravity,Alfonso Cuaron,2013-10-17,Theatrical Release,Feature,US,636,31484135600,3227452,14128973600.0,1311034,Other,12+,Commercial,0.40621332245994674,2013,63,0,4
200,witch,Park Hoon-jung,2018-06-27,Theatrical Release,Feature,KR,1117,27242029463,3189091,6459959863.0,732154,Other,15+,Commercial,0.22958078022859804,2018,36,1,4
201,Detective: Returns,Ian Hee Lee,2018-06-13,Theatrical Release,Feature,KR,1041,26865721678,3148038,5989673378.0,680077,Comedy,15+,Commercial,0.21603201740258535,2018,36,1,3
202,Pirates of the Caribbean: On Stranger Tides,Rob Marshall,2011-05-19,Theatrical Release,Feature,US,960,27279967500,3130046,8991119500.0,977452,Action,12+,Commercial,0.3122803946012295,2011,63,0,0
203,Quick,Jo Beom-gu,2011-07-20,Theatrical Release,Feature,KR,512,22960890000,3125069,5353417500.0,692405,Comedy,15+,Commercial,0.22156470785125065,2011,36,1,3
204,cold,Kim Seong-su,2013-08-14,Theatrical Release,Feature,KR,806,21784202000,3119023,4692878000.0,638882,Romance,15+,Commercial,0.20483401372801677,2013,36,1,5
205,Now You See Me 2,John Chu,2016-07-13,Theatrical Release,Feature,US,1200,25116690113,3100113,7162588413.0,850601,Other,12+,Commercial,0.27437741785541364,2016,63,0,4
206,Harmony,Kang Dae-gyu,2010-01-28,Theatrical Release,Feature,KR,405,21992266198,3068544,5451128000.0,718993,Romance,12+,Commercial,0.23431080017102573,2010,36,0,5
207,Pirates of the Caribbean: Dead Men Tell No Tales,"Joachim Ronning, Espen Sandberg",2017-05-24,Theatrical Release,Feature,US,1357,24975495122,3049894,7206844722.0,839897,Action,12+,Commercial,0.2753856363532634,2017,63,0,0
208,Eternals,Chloe Zhao,2021-11-03,Theatrical Release,Feature,US,2648,31721584450,3049688,8398642580.0,770301,Action,12+,Commercial,0.2525835429722647,2021,63,0,0
209,twenty,Lee Byung-hun,2015-03-25,Theatrical Release,Feature,KR,926,23558988686,3044134,5990587486.0,740243,Comedy,15+,Commercial,0.2431703072203786,2015,36,1,3
210,Thor: The Dark World,Alan Taylor,2013-10-30,Theatrical Release,Feature,US,733,22525808500,3039889,6890911500.0,885699,Action,12+,Commercial,0.29135899370009893,2013,63,0,0
211,Bicycle,Kim Dae Woo,2010-06-02,Theatrical Release,Feature,KR,512,22853629794,3035116,7700850000.0,975688,Other,18+,Commercial,0.3214664612489275,2010,36,2,4
212,The Incredibles 2,brad bird,2018-07-18,Theatrical Release,Feature,US,1605,24554683588,3033052,7611573288.0,880527,Animation,All Ages,Commercial,0.29031055187975674,2018,63,3,2
213,Mickey 17,Bong Joon-ho,2025-02-28,Theatrical Release,Feature,US,2153,29706301900,3013483,10448652080.0,1010343,Other,15+,Commercial,0.33527416613931454,2025,63,1,4
214,Red: The Legend,Dean Parisot,2013-07-18,Theatrical Release,Feature,US,739,21511358970,3004647,6308770970.0,841287,Action,15+,Commercial,0.27999528729997236,2013,63,1,0
215,A creepy romance,Hwang In-ho,2011-12-01,Theatrical Release,Feature,KR,469,21965313000,3001530,6146203500.0,797727,Other,12+,Commercial,0.2657734555376758,2011,36,0,4
216,How to Train Your Dragon 2,Dean DeBlois,2014-07-23,Theatrical Release,Feature,US,829,23979935189,3000056,6564340689.0,751931,Animation,All Ages,Commercial,0.2506389880722227,2014,63,3,2
217,brother,Kwon Soo-kyung,2016-11-23,Theatrical Release,Feature,KR,993,23129111893,2982022,5484309343.0,675698,Comedy,12+,Commercial,0.22659054829240025,2016,36,0,3
218,Friend 2,Kwak Kyung-taek,2013-11-14,Theatrical Release,Feature,KR,968,21804687513,2971475,5171825013.0,675887,Action,18+,Commercial,0.22745841711607873,2013,36,2,0
219,26 years,Jo Geun-Hyeon,2012-11-29,Theatrical Release,Feature,KR,604,21241327145,2963449,6121058611.0,817210,Action,15+,Commercial,0.2757631395040036,2012,36,1,0
220,Black Widow,Kate Shortland,2021-07-07,Theatrical Release,Feature,US,2528,29987732620,2961507,7871682460.0,751987,Action,12+,Commercial,0.25392038580357906,2021,63,0,0
221,Search,Anish Chaganty,2018-08-29,Theatrical Release,Feature,US,816,25283364845,2949944,8341418045.0,945989,Romance,12+,Commercial,0.3206803247790467,2018,63,0,5
222,High-altitude battle,Jang Hoon,2011-07-20,Theatrical Release,Feature,KR,585,21968557600,2945137,6379632100.0,817904,Romance,15+,Commercial,0.2777133966942794,2011,36,1,5
223,X-Men: Apocalypse,Bryan Singer,2016-05-25,Theatrical Release,Feature,US,1262,24467887950,2938818,7495864450.0,847621,Action,12+,Commercial,0.28842242017028613,2016,63,0,0
224,Prison,Na Hyun,2017-03-23,Theatrical Release,Feature,KR,1047,23790276987,2931897,5681060637.0,679455,Other,18+,Commercial,0.2317458628321527,2017,36,2,4
225,Salt,philip noyce,2010-07-29,Theatrical Release,Feature,US,556,21719123025,2921331,6529156500.0,837532,Action,15+,Commercial,0.2866953453751047,2010,63,1,0
226,The most ordinary love,Kim Han-gyeol,2019-10-02,Theatrical Release,Feature,KR,1073,24822316930,2917213,6614922790.0,753953,Romance,15+,Commercial,0.25844976009636594,2019,36,1,5
227,Hello Ghost,Kim Young-tak,2010-12-22,Theatrical Release,Feature,KR,472,21154651779,2897477,6343048000.0,823854,Comedy,12+,Commercial,0.284334957620026,2010,36,0,3
228,Top Secret Investigation,Kwak Kyung-taek,2015-06-18,Theatrical Release,Feature,KR,894,22389535897,2860786,5828885297.0,717981,Romance,15+,Commercial,0.25097333390194165,2015,36,1,5
229,Target,window,2014-04-30,Theatrical Release,Feature,KR,665,22256359300,2841788,5348606900.0,652750,Action,15+,Commercial,0.22969693728033197,2014,36,1,0
230,Antman,Peyton Reed,2015-09-03,Theatrical Release,Feature,US,949,23502249937,2839921,7332839937.0,840337,Action,12+,Commercial,0.2959015409231454,2015,63,0,0
231,Jurassic World: Dominion,Colin Trevorrow,2022-06-01,Theatrical Release,Feature,US,2218,29226463310,2836786,6938382730.0,639474,Action,12+,Commercial,0.22542200927387543,2022,63,0,0
232,The Hobbit: The Battle of the Five Armies,Peter Jackson,2014-12-17,Theatrical Release,Feature,US,926,24268487685,2836774,7327248685.0,809402,Other,12+,Commercial,0.2853248090965301,2014,63,0,4
233,your wedding,Lee Seok-geun,2018-08-22,Theatrical Release,Feature,KR,962,23670604369,2820029,5852853319.0,666845,Romance,12+,Commercial,0.23646742639880652,2018,36,0,5
234,The Hobbit: An Unexpected Journey,Peter Jackson,2012-12-13,Theatrical Release,Feature,US,1028,23436820716,2818993,8241919216.0,910976,Other,12+,Commercial,0.32315653142806666,2012,63,0,4
235,Malmoi,Eom Yu-na,2019-01-09,Theatrical Release,Feature,KR,1203,23682638520,2812444,5900912990.0,681266,Romance,12+,Commercial,0.2422327342339972,2019,36,0,5
236,The Maze Runner,Wes Ball,2014-09-18,Theatrical Release,Feature,US,648,21489367677,2812427,6423264777.0,805570,Action,12+,Commercial,0.2864323233989718,2014,63,0,0
237,Harry Potter and the Deathly Hallows 1,David Yates,2010-12-15,Theatrical Release,Feature,US,718,19906900266,2809053,6430256500.0,866701,Other,All Ages,Commercial,0.3085385003415742,2010,63,3,4
238,Witch Part 2. The Other One,Park Hoon-jung,2022-06-15,Theatrical Release,Feature,KR,1796,28920265670,2806254,6020427150.0,570910,Action,15+,Commercial,0.2034420262741719,2022,36,1,0
239,Big Hero,"Don Hall, Chris Williams",2015-01-21,Theatrical Release,Feature,US,825,21993119765,2801949,6512949165.0,772249,Animation,All Ages,Commercial,0.27561136908630385,2015,63,3,2
240,Dunkirk,Christopher Nolan,2017-07-20,Theatrical Release,Feature,US,1252,24576771848,2792705,9451418198.0,989011,Action,12+,Commercial,0.3541408777511409,2017,63,0,0
241,Planet of the Apes: The Beginning of Evolution,Rupert Wyatt,2011-08-17,Theatrical Release,Feature,US,514,20629757000,2773794,6637598000.0,849251,Action,12+,Commercial,0.3061694559869983,2011,63,0,0
242,Unfair trade,Ryu Seung-wan,2010-10-28,Theatrical Release,Feature,KR,502,21326977937,2766436,7587039000.0,944655,Other,18+,Commercial,0.3414700358150342,2010,36,2,4
243,Maze Runner: The Scorch Trials,Wes Ball,2015-09-16,Theatrical Release,Feature,US,804,21596946349,2744413,5743724849.0,697898,Action,12+,Commercial,0.25429773142744916,2015,63,0,0
244,Guardians of the Galaxy Vol. 2,James Gunn,2017-05-03,Theatrical Release,Feature,US,1218,23452674686,2735719,7669006186.0,854131,Action,12+,Commercial,0.3122144489254927,2017,63,0,0
245,Cyrano; Dating Agency,Kim Hyun-seok,2010-09-16,Theatrical Release,Feature,KR,402,20171151599,2731828,7068438000.0,910652,Romance,12+,Commercial,0.33334895169095563,2010,36,0,5
246,I am a murderer,Jeong Byeong-gil,2012-11-08,Theatrical Release,Feature,KR,547,20338948000,2721903,6313599000.0,809580,Action,18+,Commercial,0.29743161310303856,2012,36,2,0
247,Now You See Me: The Magical Society,Louis Leterrier,2013-08-22,Theatrical Release,Feature,US,691,19146691869,2718227,6322143282.0,855244,Other,12+,Commercial,0.3146330310161734,2013,63,0,4
248,Miss Peregrine's Home for Peculiar Children,Tim Button,2016-09-28,Theatrical Release,Feature,US,904,21841214586,2718158,6220296286.0,737280,Other,12+,Commercial,0.2712425105531025,2016,63,0,4
249,Thor: Love and Thunder,Taika Waititi,2022-07-06,Theatrical Release,Feature,US,2143,29494473721,2715682,8443171772.0,729804,Action,12+,Commercial,0.2687369139685722,2022,63,0,0
250,Titan,Louis Leterrier,2010-04-01,Theatrical Release,Feature,US,694,22143097429,2685508,6821236500.0,798779,Action,12+,Commercial,0.2974405587322771,2010,63,0,0
251,Gonjiam,Jeong Beom-sik,2018-03-28,Theatrical Release,Feature,KR,1124,21442114144,2675559,4978152594.0,596536,Other,15+,Commercial,0.22295752027893984,2018,36,1,4
252,wish,Lee Jun-ik,2013-10-02,Theatrical Release,Feature,KR,641,18251983100,2663170,3769048600.0,518005,Romance,12+,Commercial,0.19450692220173701,2013,36,0,5
253,The Murderer's Memory,Won Shin Yeon,2017-09-06,Theatrical Release,Feature,KR,1064,21361479492,2656694,5389419142.0,643595,Other,15+,Commercial,0.24225409475084447,2017,36,1,4
254,Breaking Dawn Part 2,Bill Condon,2012-11-15,Theatrical Release,Feature,US,665,18909583065,2654817,5571602065.0,745970,Romance,15+,Commercial,0.2809873524239147,2012,63,1,5
255,Detective: The Beginning,Kim Jung Hoon,2015-09-24,Theatrical Release,Feature,KR,764,20463956973,2625686,4092941173.0,504961,Comedy,15+,Commercial,0.19231583669943778,2015,36,1,3
256,Minions,"Pierre Coffin, Kyle Balda",2015-07-29,Theatrical Release,Feature,US,792,18997911278,2625572,4787634178.0,630536,Animation,All Ages,Commercial,0.2401518602422634,2015,63,3,2
257,Concubine: The Emperor's concubine,Kim Dae Seung,2012-06-06,Theatrical Release,Feature,KR,624,19250354500,2621436,5525028500.0,716851,Other,18+,Commercial,0.2734573722188907,2012,36,2,4
