rank,title,director,release_date,movie_type,format_type,nation,screens_total,sales_total_krw,audience_total,sales_seoul_krw,audience_seoul,genre,rating,film_class
189,owl,Taejin Ahn,2022-11-23,Theatrical Release,Feature,KR,1541,32860420124,3329547,8943067323,885145,Thriller,15+,Commercial
190,Superbad 3,"Pierre Coffin, Kyle Balda",2017-07-26,Theatrical Release,Feature,US,1057,24216987019,3324861,5558252919,723552,Animation,All Ages,Commercial
191,Deadpool,Tim Miller,2016-02-17,Theatrical Release,Feature,US,1036,27595618651,3317196,9150924002,1062535,Action,18+,Commercial
192,Start,The most passionate,2019-12-18,Theatrical Release,Feature,KR,1515,28098934360,3317038,6069057020,694921,Drama,15+,Commercial
193,I can speak,Kim Hyun-seok,2017-09-21,Theatrical Release,Feature,KR,1140,25532214986,3280243,6409220686,796658,Comedy,12+,Commercial
194,Star Wars: The Force Awakens,J.J. Abrams,2015-12-17,Theatrical Release,Feature,US,940,28353796331,3273879,9631617574,1047074,Action,12+,Commercial
195,hero,Yoon Je-gyun,2022-12-21,Theatrical Release,Feature,KR,1314,32293415750,3273771,7387009217,734872,Drama,12+,Commercial
196,Fast & Furious 7,James Wan,2015-04-01,Theatrical Release,Feature,US,983,26449334694,3247558,7328474894,864171,Action,15+,Commercial
197,Terminator Genisys,Alan Taylor,2015-07-02,Theatrical Release,Feature,US,1113,26546725129,3239371,7364611329,852065,Action,15+,Commercial
198,Oppenheimer,Christopher Nolan,2023-08-15,Theatrical Release,Feature,US,1636,34375467901,3232774,11970590134,1070726,Thriller,15+,Commercial
199,Gravity,Alfonso Cuaron,2013-10-17,Theatrical Release,Feature,US,636,31484135600,3227452,14128973600,1311034,Sci-Fi,12+,Commercial
200,witch,Park Hoon-jung,2018-06-27,Theatrical Release,Feature,KR,1117,27242029463,3189091,6459959863,732154,Mystery,15+,Commercial
201,Detective: Returns,Ian Hee Lee,2018-06-13,Theatrical Release,Feature,KR,1041,26865721678,3148038,5989673378,680077,Comedy,15+,Commercial
202,Pirates of the Caribbean: On Stranger Tides,Rob Marshall,2011-05-19,Theatrical Release,Feature,US,960,27279967500,3130046,8991119500,977452,Action,12+,Commercial
203,Quick,Jo Beom-gu,2011-07-20,Theatrical Release,Feature,KR,512,22960890000,3125069,5353417500,692405,Comedy,15+,Commercial
204,cold,Kim Seong-su,2013-08-14,Theatrical Release,Feature,KR,806,21784202000,3119023,4692878000,638882,Drama,15+,Commercial
205,Now You See Me 2,John Chu,2016-07-13,Theatrical Release,Feature,US,1200,25116690113,3100113,7162588413,850601,Crime,12+,Commercial
206,Harmony,Kang Dae-gyu,2010-01-28,Theatrical Release,Feature,KR,405,21992266198,3068544,5451128000,718993,Drama,12+,Commercial
207,Pirates of the Caribbean: Dead Men Tell No Tales,"Joachim Ronning, Espen Sandberg",2017-05-24,Theatrical Release,Feature,US,1357,24975495122,3049894,7206844722,839897,Action,12+,Commercial
208,Eternals,Chloe Zhao,2021-11-03,Theatrical Release,Feature,US,2648,31721584450,3049688,8398642580,770301,Action,12+,Commercial
209,twenty,Lee Byung-hun,2015-03-25,Theatrical Release,Feature,KR,926,23558988686,3044134,5990587486,740243,Comedy,15+,Commercial
210,Thor: The Dark World,Alan Taylor,2013-10-30,Theatrical Release,Feature,US,733,22525808500,3039889,6890911500,885699,Action,12+,Commercial
211,Bicycle,Kim Dae Woo,2010-06-02,Theatrical Release,Feature,KR,512,22853629794,3035116,7700850000,975688,Historical,18+,Commercial
212,The Incredibles 2,brad bird,2018-07-18,Theatrical Release,Feature,US,1605,24554683588,3033052,7611573288,880527,Animation,All Ages,Commercial
213,Mickey 17,Bong Joon-ho,2025-02-28,Theatrical Release,Feature,US,2153,29706301900,3013483,10448652080,1010343,Adventure,15+,Commercial
214,Red: The Legend,Dean Parisot,2013-07-18,Theatrical Release,Feature,US,739,21511358970,3004647,6308770970,841287,Action,15+,Commercial
215,A creepy romance,Hwang In-ho,2011-12-01,Theatrical Release,Feature,KR,469,21965313000,3001530,6146203500,797727,Horror,12+,Commercial
216,How to Train Your Dragon 2,Dean DeBlois,2014-07-23,Theatrical Release,Feature,US,829,23979935189,3000056,6564340689,751931,Animation,All Ages,Commercial
217,brother,Kwon Soo-kyung,2016-11-23,Theatrical Release,Feature,KR,993,23129111893,2982022,5484309343,675698,Comedy,12+,Commercial
218,Friend 2,Kwak Kyung-taek,2013-11-14,Theatrical Release,Feature,KR,968,21804687513,2971475,5171825013,675887,Action,18+,Commercial
219,26 years,Jo Geun-Hyeon,2012-11-29,Theatrical Release,Feature,KR,604,21241327145,2963449,6121058611,817210,Action,15+,Commercial
220,Black Widow,Kate Shortland,2021-07-07,Theatrical Release,Feature,US,2528,29987732620,2961507,7871682460,751987,Action,12+,Commercial
221,Search,Anish Chaganty,2018-08-29,Theatrical Release,Feature,US,816,25283364845,2949944,8341418045,945989,Drama,12+,Commercial
222,High-altitude battle,Jang Hoon,2011-07-20,Theatrical Release,Feature,KR,585,21968557600,2945137,6379632100,817904,Drama,15+,Commercial
223,X-Men: Apocalypse,Bryan Singer,2016-05-25,Theatrical Release,Feature,US,1262,24467887950,2938818,7495864450,847621,Action,12+,Commercial
224,Prison,Na Hyun,2017-03-23,Theatrical Release,Feature,KR,1047,23790276987,2931897,5681060637,679455,Crime,18+,Commercial
225,Salt,philip noyce,2010-07-29,Theatrical Release,Feature,US,556,21719123025,2921331,6529156500,837532,Thriller,15+,Commercial
226,The most ordinary love,Kim Han-gyeol,2019-10-02,Theatrical Release,Feature,KR,1073,24822316930,2917213,6614922790,753953,Romance,15+,Commercial
227,Hello Ghost,Kim Young-tak,2010-12-22,Theatrical Release,Feature,KR,472,21154651779,2897477,6343048000,823854,Comedy,12+,Commercial
228,Top Secret Investigation,Kwak Kyung-taek,2015-06-18,Theatrical Release,Feature,KR,894,22389535897,2860786,5828885297,717981,Drama,15+,Commercial
229,Target,window,2014-04-30,Theatrical Release,Feature,KR,665,22256359300,2841788,5348606900,652750,Action,15+,Commercial
230,Antman,Peyton Reed,2015-09-03,Theatrical Release,Feature,US,949,23502249937,2839921,7332839937,840337,Action,12+,Commercial
231,Jurassic World: Dominion,Colin Trevorrow,2022-06-01,Theatrical Release,Feature,US,2218,29226463310,2836786,6938382730,639474,Action,12+,Commercial
232,The Hobbit: The Battle of the Five Armies,Peter Jackson,2014-12-17,Theatrical Release,Feature,US,926,24268487685,2836774,7327248685,809402,Adventure,12+,Commercial
233,your wedding,Lee Seok-geun,2018-08-22,Theatrical Release,Feature,KR,962,23670604369,2820029,5852853319,666845,Romance,12+,Commercial
234,The Hobbit: An Unexpected Journey,Peter Jackson,2012-12-13,Theatrical Release,Feature,US,1028,23436820716,2818993,8241919216,910976,Adventure,12+,Commercial
235,Malmoi,Eom Yu-na,2019-01-09,Theatrical Release,Feature,KR,1203,23682638520,2812444,5900912990,681266,Drama,12+,Commercial
236,The Maze Runner,Wes Ball,2014-09-18,Theatrical Release,Feature,US,648,21489367677,2812427,6423264777,805570,Action,12+,Commercial
237,Harry Potter and the Deathly Hallows 1,David Yates,2010-12-15,Theatrical Release,Feature,US,718,19906900266,2809053,6430256500,866701,Mystery,All Ages,Commercial
238,Witch Part 2. The Other One,Park Hoon-jung,2022-06-15,Theatrical Release,Feature,KR,1796,28920265670,2806254,6020427150,570910,Action,15+,Commercial
239,Big Hero,"Don Hall, Chris Williams",2015-01-21,Theatrical Release,Feature,US,825,21993119765,2801949,6512949165,772249,Animation,All Ages,Commercial
240,Dunkirk,Christopher Nolan,2017-07-20,Theatrical Release,Feature,US,1252,24576771848,2792705,9451418198,989011,Action,12+,Commercial
241,Planet of the Apes: The Beginning of Evolution,Rupert Wyatt,2011-08-17,Theatrical Release,Feature,US,514,20629757000,2773794,6637598000,849251,Action,12+,Commercial
242,Unfair trade,Ryu Seung-wan,2010-10-28,Theatrical Release,Feature,KR,502,21326977937,2766436,7587039000,944655,Crime,18+,Commercial
243,Maze Runner: The Scorch Trials,Wes Ball,2015-09-16,Theatrical Release,Feature,US,804,21596946349,2744413,5743724849,697898,Action,12+,Commercial
244,Guardians of the Galaxy Vol. 2,James Gunn,2017-05-03,Theatrical Release,Feature,US,1218,23452674686,2735719,7669006186,854131,Action,12+,Commercial
245,Cyrano; Dating Agency,Kim Hyun-seok,2010-09-16,Theatrical Release,Feature,KR,402,20171151599,2731828,7068438000,910652,Romance,12+,Commercial
246,I am a murderer,Jeong Byeong-gil,2012-11-08,Theatrical Release,Feature,KR,547,20338948000,2721903,6313599000,809580,Action,18+,Commercial
247,Now You See Me: The Magical Society,Louis Leterrier,2013-08-22,Theatrical Release,Feature,US,691,19146691869,2718227,6322143282,855244,Crime,12+,Commercial
248,Miss Peregrine's Home for Peculiar Children,Tim Button,2016-09-28,Theatrical Release,Feature,US,904,21841214586,2718158,6220296286,737280,Mystery,12+,Commercial
249,Thor: Love and Thunder,Taika Waititi,2022-07-06,Theatrical Release,Feature,US,2143,29494473721,2715682,8443171772,729804,Action,12+,Commercial
250,Titan,Louis Leterrier,2010-04-01,Theatrical Release,Feature,US,694,22143097429,2685508,6821236500,798779,Action,12+,Commercial
251,Gonjiam,Jeong Beom-sik,2018-03-28,Theatrical Release,Feature,KR,1124,21442114144,2675559,4978152594,596536,Horror,15+,Commercial
252,wish,Lee Jun-ik,2013-10-02,Theatrical Release,Feature,KR,641,18251983100,2663170,3769048600,518005,Drama,12+,Commercial
253,The Murderer's Memory,Won Shin Yeon,2017-09-06,Theatrical Release,Feature,KR,1064,21361479492,2656694,5389419142,643595,Crime,15+,Commercial
254,Breaking Dawn Part 2,Bill Condon,2012-11-15,Theatrical Release,Feature,US,665,18909583065,2654817,5571602065,745970,Drama,15+,Commercial
255,Detective: The Beginning,Kim Jung Hoon,2015-09-24,Theatrical Release,Feature,KR,764,20463956973,2625686,4092941173,504961,Comedy,15+,Commercial
256,Minions,"Pierre Coffin, Kyle Balda",2015-07-29,Theatrical Release,Feature,US,792,18997911278,2625572,4787634178,630536,Animation,All Ages,Commercial
257,Concubine: The Emperor's concubine,Kim Dae Seung,2012-06-06,Theatrical Release,Feature,KR,624,19250354500,2621436,5525028500,716851,Historical,18+,Commercial
258,Transformers: The Last Knight,Michael Bay,2017-06-21,Theatrical Release,Feature,US,1739,21501959228,2614601,5273073728,609345,Action,12+,Commercial
259,Jason Bourne,Paul Greengrass,2016-07-27,Theatrical Release,Feature,US,827,21253434663,2611966,6707397843,797790,Action,15+,Commercial
260,How to Train Your Dragon,Dean DeBlois,2010-05-20,Theatrical Release,Feature,US,562,27471926367,2603857,9508353500,846400,Animation,All Ages,Commercial
261,I'm going to meet you now,Lee Jang Hoon,2018-03-14,Theatrical Release,Feature,KR,1163,20800916128,2602273,5390273428,652981,Romance,12+,Commercial
262,In search of the way,Andrew Stanton,2016-07-06,Theatrical Release,Feature,US,1091,20703899933,2601734,6199961913,724706,Animation,All Ages,Commercial
263,Dangerous meeting,Kim Jin-young,2011-03-31,Theatrical Release,Feature,KR,524,19174920500,2595625,5930105000,765417,Comedy,12+,Commercial
264,Asura,Kim Seong-su,2016-09-28,Theatrical Release,Feature,KR,1278,20576226662,2594028,5577412282,676676,Crime,18+,Commercial
265,Sheriff,Kim Hyung-joo,2017-05-03,Theatrical Release,Feature,KR,1091,20697532509,2571491,4093422209,491530,Crime,15+,Commercial
266,Technicians,Kim Hong-seon,2014-12-24,Theatrical Release,Feature,KR,641,19894297783,2564340,4534671083,564420,Crime,15+,Commercial
267,Hitman 2,Choi Won-seop,2025-01-22,Theatrical Release,Feature,KR,1507,23983159200,2547448,4330729960,447289,Comedy,15+,Commercial
268,escape,Lee Jong-pil,2024-07-03,Theatrical Release,Feature,KR,1234,24102444596,2547035,5683783805,575613,Action,12+,Commercial
269,Pacific Rim,Guillermo del Toro,2013-07-11,Theatrical Release,Feature,US,1005,20477392512,2539114,6769401012,776183,Action,12+,Commercial
270,X-Men: First Class,Matthew Bourne,2011-06-02,Theatrical Release,Feature,US,587,19063768000,2532306,6847701000,870595,Action,12+,Commercial
271,The Jungle Book,Jon Favreau,2016-06-09,Theatrical Release,Feature,US,924,21457807134,2532051,6360280354,702113,Adventure,12+,Commercial
272,witness,Jo Gyu-jang,2018-08-15,Theatrical Release,Feature,KR,1021,21732042597,2524086,4600434447,514732,Thriller,15+,Commercial
273,My Pet's Double Life,Chris Renaud,2016-08-03,Theatrical Release,Feature,US,726,19379904655,2517805,5360235715,656542,Animation,All Ages,Commercial
274,witness,Lee Han,2019-02-13,Theatrical Release,Feature,KR,1047,20312348931,2516128,4478036341,547326,Drama,12+,Commercial
275,The manipulated city,Park Kwang-hyun,2017-02-09,Theatrical Release,Feature,KR,1019,20119979587,2512572,4696743687,564486,Crime,15+,Commercial
276,Band-aid,Jeong Gi-hoon,2012-12-19,Theatrical Release,Feature,KR,466,17883988787,2471721,4304602748,568409,Romance,15+,Commercial
277,Black Money,Jeong Ji-young,2019-11-13,Theatrical Release,Feature,KR,1117,20747796510,2465678,5032675390,579290,Crime,12+,Commercial
278,Boss Baby,Tom McGrath,2017-05-03,Theatrical Release,Feature,US,1116,18918869704,2450023,4724943504,582820,Animation,All Ages,Commercial
279,freight car,Byun Young-joo,2012-03-08,Theatrical Release,Feature,KR,548,18450760000,2435211,6041917500,760953,Mystery,15+,Commercial
280,Neighbor,Kim Hui,2012-08-22,Theatrical Release,Feature,KR,600,18087442369,2434099,5411949754,697152,Thriller,18+,Commercial
281,Detective K: The Secret of the Bloodsucking Demon,Kim Seok-yoon,2018-02-08,Theatrical Release,Feature,KR,1249,19690818764,2424330,4072581264,490363,Historical,12+,Commercial
282,Retrial,Kim Tae-yoon,2017-02-15,Theatrical Release,Feature,KR,935,19263100637,2420729,4569982837,555767,Drama,15+,Commercial
283,Fantastic Beasts and the Crimes of Grindelwald,David Yates,2018-11-14,Theatrical Release,Feature,US,1601,20816583118,2414062,6579253518,721713,Fantasy,12+,Commercial
284,Terminator: Dark Fate,Tim Miller,2019-10-30,Theatrical Release,Feature,US,1315,20167141830,2410227,5471943420,623198,Action,15+,Commercial
285,Hitman,Choi Won-seop,2020-01-22,Theatrical Release,Feature,KR,1122,20614278000,2406232,4072414720,472840,Comedy,15+,Commercial
286,Sabah,Jang Jae-hyun,2019-02-20,Theatrical Release,Feature,KR,1174,20002183194,2397792,5593443364,654182,Mystery,15+,Commercial
287,Super Mario Bros.,Unknown,2023-04-26,Theatrical Release,Feature,US,1526,23548177482,2394076,5765317428,556377,Animation,All Ages,Commercial
288,client,Son Yeong-seong,2011-09-29,Theatrical Release,Feature,KR,522,17797042500,2393086,5652134000,719601,Thriller,15+,Commercial
289,Hwayi: The Boy Who Swallowed a Monster,Jang Jun-hwan,2013-10-09,Theatrical Release,Feature,KR,817,17678676795,2391963,5419118695,697799,Action,18+,Commercial
290,007 Skyfall,Sam Mendes,2012-10-26,Theatrical Release,Feature,US,748,17487213000,2376145,6160910500,793030,Action,15+,Commercial
291,Family's Glory 4 - Family's Suffering,Jeong Tae-won,2011-09-07,Theatrical Release,Feature,KR,537,17762035500,2363955,4095559500,516319,Comedy,15+,Commercial
292,blind,Sanghoon Ahn,2011-08-10,Theatrical Release,Feature,KR,404,18361430500,2362906,5974758500,736580,Thriller,18+,Commercial
293,Heat,Lee Jun-ik,2017-06-28,Theatrical Release,Feature,KR,1176,18093543795,2359174,4921077395,623230,Drama,12+,Commercial
294,The Last Godfather,Shim Hyung-rae,2010-12-29,Theatrical Release,Feature,KR,547,16832542997,2316099,4836322500,633176,Comedy,12+,Commercial
295,spy,Paul Feig,2015-05-21,Theatrical Release,Feature,US,665,18396836358,2315882,5393002858,648385,Action,15+,Commercial
296,Moana,"Ron Clements, John Musker",2017-01-12,Theatrical Release,Feature,US,953,18055062307,2310054,4735422707,572295,Animation,All Ages,Commercial
297,Taken 2,Olivier Megaton,2012-09-27,Theatrical Release,Feature,FR,682,17581098553,2308596,5503312053,692896,Action,18+,Commercial
298,maid,Clinical trial,2010-05-13,Theatrical Release,Feature,KR,577,17310669976,2304487,5832848500,740713,Thriller,18+,Commercial
299,Maze Runner: The Death Cure,Wes Ball,2018-01-17,Theatrical Release,Feature,US,1090,18902873104,2299732,5015312604,582686,Action,12+,Commercial
300,Fast & Furious: The Ultimate,Justin Lin,2021-05-19,Theatrical Release,Feature,US,2297,22059658060,2292415,5325279420,542395,Action,12+,Commercial
301,Mamma Mia! 2,All Parker,2018-08-08,Theatrical Release,Feature,US,750,19532365003,2285143,6377571153,732343,Musical,12+,Commercial
302,The Hobbit: The Desolation of Smaug,Peter Jackson,2013-12-12,Theatrical Release,Feature,US,811,17850613316,2282744,3736656816,471461,Adventure,12+,Commercial
303,Night & Day,James Mangold,2010-06-24,Theatrical Release,Feature,US,501,17054262425,2282191,6032890000,771899,Action,15+,Commercial
304,Minions 2,Kyle Balda,2022-07-20,Theatrical Release,Feature,US,1394,21999556172,2269024,4467034398,436111,Animation,All Ages,Commercial
305,The Conjuring,James Wan,2013-09-17,Theatrical Release,Feature,US,553,16353225777,2262758,4503892277,593487,Horror,15+,Commercial
306,Shrek Forever After,Mike Mitchell,2010-07-01,Theatrical Release,Feature,US,561,23178925617,2261356,8349179500,767056,Animation,All Ages,Commercial
307,Batman v Superman: Dawn of Justice,Zack Snyder,2016-03-24,Theatrical Release,Feature,US,1709,18906246428,2256913,5864824079,663637,Action,12+,Commercial
308,Ready Player One,Steven Spielberg,2018-03-28,Theatrical Release,Feature,US,1079,19933108071,2254430,7259199621,763259,Action,12+,Commercial
309,Wicked,John Chu,2024-11-20,Theatrical Release,Feature,US,1803,22168795550,2244536,9129526680,887543,Fantasy,All Ages,Commercial
310,Battleship,Peter Berg,2012-04-11,Theatrical Release,Feature,US,736,16545921500,2241687,4666555500,597715,Sci-Fi,12+,Commercial
311,Sherlock Holmes: A Game of Shadows,Guy Ritchie,2011-12-21,Theatrical Release,Feature,US,370,16670913500,2239156,6013564500,774620,Action,15+,Commercial
312,7th light district,Kim Ji-hoon,2011-08-04,Theatrical Release,Feature,KR,812,19314027000,2232179,4908554500,528995,Sci-Fi,15+,Commercial
313,Tazza: One Eyed Jack,Kwon Oh-kwang,2019-09-11,Theatrical Release,Feature,KR,1429,19673441214,2227671,4585277834,513548,Crime,18+,Commercial
314,The hen came out of the yard,Oh Seong-yoon,2011-07-28,Theatrical Release,Feature,KR,345,14656535500,2199048,3749312000,538167,Animation,All Ages,Commercial
315,sinkhole,Kim Ji-hoon,2021-08-11,Theatrical Release,Feature,KR,1603,21395652690,2195683,3909551320,395724,Comedy,12+,Commercial
316,Chronicles of Evil,Baekunhak,2015-05-14,Theatrical Release,Feature,KR,776,17360123332,2192243,4131865932,498114,Thriller,15+,Commercial
317,Gangnam 1970,Yuha,2015-01-21,Theatrical Release,Feature,KR,841,17717971499,2192172,4859661899,586992,Action,18+,Commercial
318,Alice in Wonderland,Tim Button,2010-03-04,Theatrical Release,Feature,US,401,20661000236,2182365,7781819000,760628,Fantasy,All Ages,Commercial
